ProbesetID	Num_matched_probes	RefSeq	UniGene	RIKEN	EntrezGene	Symbol	Description	Ensembl_representative	Cross_hyb_EntrezGeneIDs
gnf1h19584_x_at						obsoleted by Celera	/len=248 GA_x54KRE99UHB hCG1800796 (1502533-1505729) PROMOTE1		
gnf1h19585_at						obsoleted by Celera	/len=248 GA_x54KRE99UHB hCG1800796 (1502533-1505729) PROMOTE1		
gnf1h19586_at						obsoleted by Celera	/len=244 GA_x54KREAHVSH hCG1800794 (13462661-13457646) PROMOTE1		
gnf1h19587_at						obsoleted by Celera	/len=183 GA_x5L2HTTPLME hCG1800787 (19689024-19691158) PROMOTE1		
gnf1h19588_at	8		Hs.133851				Transcribed locus		
gnf1h19589_at						obsoleted by Celera	/len=531 GA_x54KRE923RD hCG1800769 (11602583-11632467) PROMOTE1		
gnf1h19590_at						obsoleted by Celera	/len=426 GA_x54KRE96ECP hCG1800768 (8447571-8445916) PROMOTE1		
gnf1h19591_at									
gnf1h19592_at						obsoleted by Celera	/len=318 GA_x5HB7VCN3QP hCG1800736 (12522537-12529668) PROMOTE1		
gnf1h19593_at						obsoleted by Celera	/len=471 GA_x5HB7VCTE6R hCG1800735 (32645394-32672420) PROMOTE1		
gnf1h19594_at						obsoleted by Celera	/len=414 GA_x5L2HTU0SRS hCG1800731 (66830335-66834469) PROMOTE1		
gnf1h19595_at						obsoleted by Celera	/len=252 GA_x5HB7VD3DQW hCG1800729 (3714177-3707075) PROMOTE1		
gnf1h19596_at						obsoleted by Celera	/len=510 GA_x5L2HTTHY8E hCG1800718 (54179238-54196134) PROMOTE1		
gnf1h19597_at						obsoleted by Celera	/len=259 GA_x5L2HTTHY8E hCG1800717 (54329193-54322447) PROMOTE1		
gnf1h19598_s_at							emb|CAA55385.1| (X78801) ovomacroglobulin, ovostatin [Gallus gallus] 		
gnf1h19599_at							emb|CAA55385.1| (X78801) ovomacroglobulin, ovostatin [Gallus gallus] 		
gnf1h19600_at						obsoleted by Celera	/len=246 GA_x54KREA69CA hCG1800710 (45192-64735) PROMOTE1		
gnf1h19601_at						obsoleted by Celera	/len=558 GA_x54KRE9GD6M hCG1800693 (129427-141587) PROMOTE1		
gnf1h19602_x_at						obsoleted by Celera	/len=138 GA_x54KRE93QVT hCG1800688 (3860702-3863758) PROMOTE1		
gnf1h19603_at						obsoleted by Celera	/len=138 GA_x54KRE93QVT hCG1800688 (3860702-3863758) PROMOTE1		
gnf1h19604_at									
gnf1h19605_at						obsoleted by Celera	/len=476 GA_x54KRE9YM7H hCG1800676 (107587-112916) PROMOTE1		
gnf1h19606_x_at						obsoleted by Celera	/len=198 GA_x54KRE96ECP hCG1800674 (14303258-14300176) PROMOTE1		
gnf1h19607_x_at						obsoleted by Celera	/len=164 GA_x5L2HTTFEJ9 hCG1800671 (5578534-5592802) PROMOTE1		
gnf1h19608_at						obsoleted by Celera	/len=164 GA_x5L2HTTFEJ9 hCG1800671 (5578534-5592802) PROMOTE1		
gnf1h19609_at							ref|XP_028986.1| (XM_028986) mitochondrial ribosomal protein S15 [Homo sapiens] 		
gnf1h19610_at						obsoleted by Celera	/len=270 GA_x54KRE8WCAA hCG1800667 (16018109-16019848) PROMOTE1		
gnf1h19611_at							dbj|BAB69760.1| (AB072791) hypothetical protein [Macaca fascicularis] 		
gnf1h19612_at									
gnf1h19613_at						obsoleted by Celera	/len=519 GA_x5J8B7Q1L5Q hCG1800659 (14229852-14218640) PROMOTE1		
gnf1h19614_at						obsoleted by Celera	/len=202 GA_x5J8B7Q1L5Q hCG1800658 (14485193-14471568) PROMOTE1		
gnf1h19615_at						obsoleted by Celera	/len=198 GA_x5HB7VD3DQW hCG1800642 (14532278-14539231) PROMOTE1		
gnf1h19616_at	9	NM_173623	Hs.91930		284076	TTLL6	tubulin tyrosine ligase-like family, member 6		
gnf1h19617_at						obsoleted by Celera	/len=546 GA_x9V1B0T hCG1800637 (11230823-11232379) PROMOTE1		
gnf1h19618_at						obsoleted by Celera	/len=225 GA_x54KREAHVSH hCG1800636 (4964460-4977836) PROMOTE1		
gnf1h19619_at									
gnf1h19620_at						obsoleted by Celera	/len=500 GA_x5HB7VCTEKH hCG1800625 (133217-135728) PROMOTE1		
gnf1h19621_x_at						obsoleted by Celera	/len=168 GA_x5HB7VCTE6R hCG1800624 (31757796-31753689) PROMOTE1		
gnf1h19622_at						obsoleted by Celera	/len=168 GA_x5HB7VCTE6R hCG1800624 (31757796-31753689) PROMOTE1		
gnf1h19623_at	9		Hs.107196		89978	ATPBD4	ATP binding domain 4		
gnf1h19624_x_at						obsoleted by Celera	/len=135 GA_x5L2HTUGAQ2 hCG1800616 (7991123-7986074) PROMOTE1		
gnf1h19625_at						obsoleted by Celera	/len=135 GA_x5L2HTUGAQ2 hCG1800616 (7991123-7986074) PROMOTE1		
gnf1h19626_at						obsoleted by Celera	/len=262 GA_x54KRE93QVT hCG1800610 (2870722-2861363) PROMOTE1		
gnf1h19627_at									
gnf1h19628_at	9	NM_001004303	Hs.437655		199920	C1orf168	chromosome 1 open reading frame 168		
gnf1h19629_at						obsoleted by Celera	/len=595 GA_x5HB7VCTE6R hCG1800603 (35340697-35347378) PROMOTE1		
gnf1h19630_at									
gnf1h19631_at						obsoleted by Celera	/len=381 GA_x5J8B7Q1L5Q hCG1800594 (15045116-15040028) PROMOTE1		
gnf1h19632_at						obsoleted by Celera	/len=224 GA_x5L2HTTFEJ9 hCG1800584 (10932075-10918655) PROMOTE1		
gnf1h19633_x_at									
gnf1h19634_at									
gnf1h19635_at									
gnf1h19636_at							gb|AAG52948.1| (AY017307) CUB and sushi multiple domains protein 1 short form [Homo sapiens] 		
gnf1h19637_at									
gnf1h19638_at									
gnf1h19639_at						obsoleted by Celera	/len=411 GA_x54KRE93QVT hCG1800533 (403442-405574) PROMOTE1		
gnf1h19640_at									
gnf1h19641_at						obsoleted by Celera	/len=243 GA_x5HB7VCJ5SS hCG1800526 (12664872-12667017) PROMOTE1		
gnf1h19642_at						obsoleted by Celera	/len=228 GA_x5HB7VCA1Q7 hCG1800523 (30957-29061) PROMOTE1		
gnf1h19643_at									
gnf1h19644_at						obsoleted by Celera	/len=877 GA_x54KREAK5QS hCG1800520 (6267244-6268454) PROMOTE1		
gnf1h19645_at						obsoleted by Celera	/len=824 GA_x5J8B7P41PH hCG1800518 (6666398-6665514) PROMOTE1		
gnf1h19646_at						obsoleted by Celera	/len=471 GA_x54KRE8WCAA hCG1800514 (14244807-14247309) PROMOTE1		
gnf1h19647_at						obsoleted by Celera	/len=375 GA_x5HB7VCJ5SS hCG1800505 (25696326-25694486) PROMOTE1		
gnf1h19648_at						obsoleted by Celera	/len=423 GA_x5HB7VCTE6R hCG1800504 (30042581-30040066) PROMOTE1		
gnf1h19649_at						obsoleted by Celera	/len=225 GA_x5HB7VCTE6R hCG1800503 (30551152-30551820) PROMOTE1		
gnf1h19650_at	8	NM_145170	Hs.591367		118491	TTC18	tetratricopeptide repeat domain 18		
gnf1h19651_at						obsoleted by Celera	/len=301 GA_x54KRE8M8TY hCG1800485 (1643705-1666151) PROMOTE1		
gnf1h19652_at									
gnf1h19653_at						obsoleted by Celera	/len=219 GA_x5J8B7Q4BBY hCG1800477 (11220424-11219017) PROMOTE1		
gnf1h19654_at						obsoleted by Celera	/len=375 GA_x5J8B7Q4BBY hCG1800476 (11515168-11516456) PROMOTE1		
gnf1h19655_at							ref|XP_067824.1| (XM_067824) hypothetical protein XP_067824 [Homo sapiens] 		
gnf1h19656_x_at						obsoleted by Celera	/len=162 GA_x5HB7VD601N hCG1800466 (1038614-1037435) PROMOTE1		
gnf1h19657_at						obsoleted by Celera	/len=162 GA_x5HB7VD601N hCG1800466 (1038614-1037435) PROMOTE1		
gnf1h19658_at	9	NM_001004714	Hs.553573		390433	OR4K13	olfactory receptor, family 4, subfamily K, member 13	ENST00000315693	
gnf1h19659_at									
gnf1h19660_s_at							ref|NP_000403.1| (NM_000412) histidine-rich glycoprotein precursor; histidine-proline rich glycoprotein [Homo sapiens] 		
gnf1h19661_at							ref|NP_000403.1| (NM_000412) histidine-rich glycoprotein precursor; histidine-proline rich glycoprotein [Homo sapiens] 		
gnf1h19662_x_at						obsoleted by Celera	/len=161 GA_x5HB7VCY1B9 hCG1800449 (18377189-18376798) PROMOTE1		
gnf1h19663_at						obsoleted by Celera	/len=161 GA_x5HB7VCY1B9 hCG1800449 (18377189-18376798) PROMOTE1		
gnf1h19664_at						obsoleted by Celera	/len=4036 GA_x5L2HTTHY8E hCG1800442 (10421559-10484660) PROMOTE1		
gnf1h19665_at									
gnf1h19666_at							ref|NP_007391.1|ND5_12144 NADH dehydrogenase subunit 5 [Equus asinus] 		
gnf1h19667_at									
gnf1h19668_at						obsoleted by Celera	/len=2036 GA_x5L2HTTFEJ9 hCG1800423 (13825175-13827535) PROMOTE1		
gnf1h19669_at						obsoleted by Celera	/len=288 GA_x54KRE8TL24 hCG1800419 (10146449-10141727) PROMOTE1		
gnf1h19670_at						obsoleted by Celera	/len=603 GA_x5HB7VCBR0M hCG1800413 (120211-118214) PROMOTE1		
gnf1h19671_at						obsoleted by Celera	/len=897 GA_x5HB7VD3DJW hCG1800410 (13792429-13757336) PROMOTE1		
gnf1h19672_at						obsoleted by Celera	/len=939 GA_x5L2HTTBG3J hCG1800406 (11729770-11724791) PROMOTE1		
gnf1h19673_at							ref|XP_064680.1| (XM_064680) similar to KIAA1689 protein [Homo sapiens] 		
gnf1h19674_at						obsoleted by Celera	/len=213 GA_x9V1B6F hCG1800383 (2142198-2143305) PROMOTE1		
gnf1h19675_at						obsoleted by Celera	/len=276 GA_x9V1B6F hCG1800382 (2867093-2868156) PROMOTE1		
gnf1h19676_at						obsoleted by Celera	/len=377 GA_x5J8B7Q5B46 hCG1800381 (83805-72666) PROMOTE1		
gnf1h19677_at						obsoleted by Celera	/len=442 GA_x5J8B7PM510 hCG1800380 (869095-878816) PROMOTE1		
gnf1h19678_at						obsoleted by Celera	/len=765 GA_x9V1B8R hCG1800377 (5214456-5238634) PROMOTE1		
gnf1h19679_at									
gnf1h19680_at						obsoleted by Celera	/len=969 GA_x54KREAHVSH hCG1800370 (10007485-10050746) PROMOTE1		
gnf1h19681_at						obsoleted by Celera	/len=423 GA_x5HB7VCJ5SS hCG1800368 (24046125-24090836) PROMOTE1		
gnf1h19682_at						obsoleted by Celera	/len=260 GA_x5L2HTTHY8E hCG1800356 (2186818-2184342) PROMOTE1		
gnf1h19683_at									
gnf1h19684_at									
gnf1h19685_x_at						obsoleted by Celera	/len=324 GA_x54KREA69C5 hCG1800338 (8783-9107) PROMOTE1		
gnf1h19686_at						obsoleted by Celera	/len=324 GA_x54KREA69C5 hCG1800338 (8783-9107) PROMOTE1		
gnf1h19687_at						obsoleted by Celera	/len=459 GA_x54KREA69C5 hCG1800337 (169540-167917) PROMOTE1		
gnf1h19688_x_at									
gnf1h19689_at						obsoleted by Celera	/len=537 GA_x54KRE8RWT1 hCG1800330 (768799-750555) PROMOTE1		
gnf1h19690_at									
gnf1h19691_at							ref|XP_063296.1| (XM_063296) similar to NIMA (never in mitosis gene a)-related kinase 2 [Homo sapiens] 		
gnf1h19692_at									
gnf1h19693_at						obsoleted by Celera	/len=666 GA_x54KRE8WCAA hCG1800300 (12018559-12025727) PROMOTE1		
gnf1h19694_at						obsoleted by Celera	/len=551 GA_x5L2HTTPLYJ hCG1800296 (310723-311355) PROMOTE1		
gnf1h19695_at						obsoleted by Celera	/len=240 GA_x54KRE91FD8 hCG1800290 (1075611-1059874) PROMOTE1		
gnf1h19696_at									
gnf1h19697_at							ref|NP_473295.1| (NC_000521) hypothetical protein, PFC0810c [Plasmodium falciparum] 		
gnf1h19698_at						obsoleted by Celera	/len=834 GA_x5J8B7P41PH hCG1800280 (3577639-3572501) PROMOTE1		
gnf1h19699_at									
gnf1h19700_at									
gnf1h19701_at						obsoleted by Celera	/len=240 GA_x5HB7VCJ5SS hCG1800265 (14851937-14854611) PROMOTE1		
gnf1h19702_at						obsoleted by Celera	/len=434 GA_x5L2HTU0SRS hCG1800264 (54733234-54718385) PROMOTE1		
gnf1h19703_x_at							ref|XP_066827.1| (XM_066827) hypothetical protein XP_066827 [Homo sapiens] 		
gnf1h19704_at							ref|XP_066827.1| (XM_066827) hypothetical protein XP_066827 [Homo sapiens] 		
gnf1h19705_at						obsoleted by Celera	/len=840 GA_x5J8B7PVKVC hCG1800254 (1197190-1191742) PROMOTE1		
gnf1h19706_at						obsoleted by Celera	/len=2034 GA_x54KRE96ECP hCG1800249 (12083777-12030555) PROMOTE1		
gnf1h19707_at						obsoleted by Celera	/len=1035 GA_x54KRE96ECP hCG1800248 (12796554-12716069) PROMOTE1		
gnf1h19708_at							ref|NP_062894.1| gag protein [Simian SRV-2 type D retrovirus] 		
gnf1h19709_at						obsoleted by Celera	/len=435 GA_x54KREAR86K hCG1800244 (4510268-4539676) PROMOTE1		
gnf1h19710_at									
gnf1h19711_at						obsoleted by Celera	/len=294 GA_x5HB7VCTE6R hCG1800221 (8037667-8049039) PROMOTE1		
gnf1h19712_at									
gnf1h19713_at						obsoleted by Celera	/len=223 GA_x5L2HTTHY8E hCG1800213 (26100615-26102553) PROMOTE1		
gnf1h19714_at						obsoleted by Celera	/len=390 GA_x54KRE8TL24 hCG1800212 (4395204-4389065) PROMOTE1		
gnf1h19715_x_at									
gnf1h19716_at									
gnf1h19717_at									
gnf1h19718_at									
gnf1h19719_at						obsoleted by Celera	/len=336 GA_x54KRE8J2N9 hCG1800195 (955897-979014) PROMOTE1		
gnf1h19720_x_at						obsoleted by Celera	/len=156 GA_x5L2HTTHY8E hCG1800173 (11828607-11845579) PROMOTE1		
gnf1h19721_at						obsoleted by Celera	/len=156 GA_x5L2HTTHY8E hCG1800173 (11828607-11845579) PROMOTE1		
gnf1h19722_at						obsoleted by Celera	/len=420 GA_x5L2HTUSAQC hCG1800166 (5340427-5356317) PROMOTE1		
gnf1h19723_at	9	NM_152697			204962	SLC44A5	solute carrier family 44, member 5		
gnf1h19724_at									
gnf1h19725_at									
gnf1h19726_at									
gnf1h19727_x_at							gb|AAB19070.1| (U37066) pol polyprotein [Human endogenous retrovirus] 		
gnf1h19728_at									
gnf1h19729_x_at									
gnf1h19730_at									
gnf1h19731_at						obsoleted by Celera	/len=1059 GA_x5L2HTTPLME hCG1800140 (4008889-4044269) PROMOTE1		
gnf1h19732_at									
gnf1h19733_at									
gnf1h19734_at						obsoleted by Celera	/len=273 GA_x5L2HTUMHW3 hCG1800134 (1018168-1018731) PROMOTE1		
gnf1h19735_x_at							Pseudogene! 		
gnf1h19736_at							Pseudogene! 		
gnf1h19737_at							ref|XP_033967.1| (XM_033967) hypothetical protein FLJ20279 [Homo sapiens] 		
gnf1h19738_at									
gnf1h19739_at									
gnf1h19740_x_at						obsoleted by Celera	/len=250 GA_x54KREAYNVD hCG1800095 (54405-45917) PROMOTE1		
gnf1h19741_at						obsoleted by Celera	/len=250 GA_x54KREAYNVD hCG1800095 (54405-45917) PROMOTE1		
gnf1h19742_at									
gnf1h19743_at						obsoleted by Celera	/len=366 GA_x54KRE8RWT1 hCG1800086 (1288550-1287728) PROMOTE1		
gnf1h19744_x_at						obsoleted by Celera	/len=235 GA_x5HB7VCN3QP hCG1800078 (14244120-14252979) PROMOTE1		
gnf1h19745_at						obsoleted by Celera	/len=235 GA_x5HB7VCN3QP hCG1800078 (14244120-14252979) PROMOTE1		
gnf1h19746_at									
gnf1h19747_at						obsoleted by Celera	/len=258 GA_x5L2HTUGAQ2 hCG1800076 (27183207-27160259) PROMOTE1		
gnf1h19748_x_at						obsoleted by Celera	/len=210 GA_x5HB7VCTE6R hCG1800057 (36998937-36998353) PROMOTE1		
gnf1h19749_at						obsoleted by Celera	/len=472 GA_x5HB7VCJ5SS hCG1800054 (20736513-20735211) PROMOTE1		
gnf1h19750_at									
gnf1h19751_at						obsoleted by Celera	/len=157 GA_x54KRE923RD hCG1800035 (10073818-10085016) PROMOTE1		
gnf1h19752_at						obsoleted by Celera	/len=227 GA_x54KRE8TL24 hCG1800034 (8703605-8702827) PROMOTE1		
gnf1h19753_at							ref|XP_063787.1| (XM_063787) similar to ribosomal protein L31 [Homo sapiens] 		
gnf1h19754_x_at						obsoleted by Celera	/len=168 GA_x5HB7VCY1B9 hCG1800027 (6046232-6071362) PROMOTE1		
gnf1h19755_at						obsoleted by Celera	/len=168 GA_x5HB7VCY1B9 hCG1800027 (6046232-6071362) PROMOTE1		
gnf1h19756_at						obsoleted by Celera	/len=351 GA_x5L2HTTHY8E hCG1800018 (28433409-28460152) PROMOTE1		
gnf1h19757_at						obsoleted by Celera	/len=396 GA_x5J8B7Q1L5Q hCG1800010 (1699684-1696012) PROMOTE1		
gnf1h19758_at						obsoleted by Celera	/len=194 GA_x5HB7VCTE6R hCG1800005 (14231399-14247906) PROMOTE1		
gnf1h19759_at						obsoleted by Celera	/len=141 GA_x5L2HTTFRGU hCG1800004 (3013579-3041418) PROMOTE1		
gnf1h19760_at						obsoleted by Celera	/len=490 GA_x39G1FQRQVB hCG1800002 (27741-28983) PROMOTE1		
gnf1h19761_at						obsoleted by Celera	/len=399 GA_x39G1GC42LN hCG1800001 (334597-311451) PROMOTE1		
gnf1h19762_at						obsoleted by Celera	/len=241 GA_x5L2HTTHY8E hCG1799994 (29413931-29412084) PROMOTE1		
gnf1h19763_at						obsoleted by Celera	/len=381 GA_x5L2HTTPLME hCG1799992 (10124896-10128140) PROMOTE1		
gnf1h19764_at						obsoleted by Celera	/len=264 GA_x5L2HTUGAQ2 hCG1799987 (2556343-2543063) PROMOTE1		
gnf1h19765_at						obsoleted by Celera	/len=465 GA_x5HB7VD3DJW hCG1799980 (7129141-7123783) PROMOTE1		
gnf1h19766_at						obsoleted by Celera	/len=346 GA_x5L2HTVCTK4 hCG1799975 (1973282-1972408) PROMOTE1		
gnf1h19767_at									
gnf1h19768_at						obsoleted by Celera	/len=408 GA_x54KRE8WCAA hCG1799972 (5336099-5325863) PROMOTE1		
gnf1h19769_at						obsoleted by Celera	/len=422 GA_x5L2HTUSAQC hCG1799971 (5803235-5816466) PROMOTE1		
gnf1h19770_at									
gnf1h19771_at						obsoleted by Celera	/len=426 GA_x5HB7VCVS5L hCG1799962 (2167527-2168422) PROMOTE1		
gnf1h19772_at						obsoleted by Celera	/len=415 GA_x54KRE8TL24 hCG1799955 (9920827-9996741) PROMOTE1		
gnf1h19773_at	8		Hs.636825				CDNA FLJ12167 fis, clone MAMMA1000623		
gnf1h19774_at						obsoleted by Celera	/len=239 GA_x54KREB9DKF hCG1799953 (146835-146513) PROMOTE1		
gnf1h19775_at						obsoleted by Celera	/len=413 GA_x54KREB9DKF hCG1799952 (521907-510647) PROMOTE1		
gnf1h19776_at						obsoleted by Celera	/len=234 GA_x54KREB9DKF hCG1799951 (950190-963697) PROMOTE1		
gnf1h19777_x_at						obsoleted by Celera	/len=188 GA_x5L2HTTHY8E hCG1799944 (9307297-9306547) PROMOTE1		
gnf1h19778_at									
gnf1h19779_at	8	NM_144575	Hs.445748		92291	CAPN13	calpain 13	ENST00000295055	
gnf1h19780_at						obsoleted by Celera	/len=283 GA_x5L2HTUCKNG hCG1799924 (2446241-2447824) PROMOTE1		
gnf1h19781_at						obsoleted by Celera	/len=666 GA_x54KREA69CA hCG1799921 (1170557-1183466) PROMOTE1		
gnf1h19782_at									
gnf1h19783_x_at						obsoleted by Celera	/len=204 GA_x5HB7VCTE6R hCG1799900 (25255628-25241103) PROMOTE1		
gnf1h19784_at						obsoleted by Celera	/len=229 GA_x5HB7VCTE6R hCG1799899 (25590368-25592554) PROMOTE1		
gnf1h19785_x_at	8						ENST00000273695 transcript (in rel.42.36d)	ENST00000273695	
gnf1h19786_at						obsoleted by Celera	/len=591 GA_x5L2HTTFEJ9 hCG1799891 (7495951-7423432) PROMOTE1		
gnf1h19787_at						obsoleted by Celera	/len=663 GA_x54KREAKN52 hCG1799889 (6159460-6114787) PROMOTE1		
gnf1h19788_s_at									
gnf1h19789_at									
gnf1h19790_at						obsoleted by Celera	/len=528 GA_x5J8B7Q1L5Q hCG1799886 (18202264-18296204) PROMOTE1		
gnf1h19791_at						obsoleted by Celera	/len=693 GA_x5L2HTTFEJ9 hCG1799877 (3002621-3052624) PROMOTE1		
gnf1h19792_at	9		Hs.632741		642918	LOC642918	/len=255 GA_x5L2HTV8TDQ hCG1799851 (5441717-5440759) PROMOTE1		
gnf1h19793_at									
gnf1h19794_at						obsoleted by Celera	/len=1140 GA_x9V1AW9 hCG1799824 (2204205-2222373) PROMOTE1		
gnf1h19795_at							ref|XP_063397.1| (XM_063397) similar to a disintegrin and metalloproteinase domain 20 preproprotein [Homo sapiens] 		
gnf1h19796_at						obsoleted by Celera	/len=972 GA_x54KRE96ECP hCG1799809 (25254030-25267559) PROMOTE1		
gnf1h19797_at									
gnf1h19798_at						obsoleted by Celera	/len=438 GA_x54KREB2RL0 hCG1799806 (57968-52848) PROMOTE1		
gnf1h19799_x_at									
gnf1h19800_at									
gnf1h19801_x_at						obsoleted by Celera	/len=141 GA_x5HB7VCTE6R hCG1799778 (16169208-16170536) PROMOTE1		
gnf1h19802_at						obsoleted by Celera	/len=141 GA_x5HB7VCTE6R hCG1799778 (16169208-16170536) PROMOTE1		
gnf1h19803_at						obsoleted by Celera	/len=726 GA_x5L2HTTHY8E hCG1799772 (32137557-32179833) PROMOTE1		
gnf1h19804_at							ref|NP_003399.1| (NM_003408) zinc finger protein homologous to Zfp37 in mouse; Zinc finger protein-37, mouse, homolog of [Homo sapiens] 		
gnf1h19805_at						obsoleted by Celera	/len=705 GA_x5L2HTTFEJ9 hCG1799762 (6449470-6452484) PROMOTE1		
gnf1h19806_at	10		Hs.125525				MRNA; cDNA DKFZp761O1910 (from clone DKFZp761O1910)		
gnf1h19807_at						obsoleted by Celera	/len=459 GA_x54KRE8TKYL hCG1799744 (3300000-3295941) PROMOTE1		
gnf1h19808_at	9		Hs.567848		339926	LOC339926	hypothetical LOC339926		
gnf1h19809_at							ref|XP_063345.1| (XM_063345) similar to ribosomal protein L44; 60S ribosomal protein L44; L44-like ribosomal protein; ribosomal protein L36a; ribosomal protein L36a homologue [Homo sapiens] 		
gnf1h19810_x_at									
gnf1h19811_at						obsoleted by Celera	/len=393 GA_x5L2HTV80AW hCG1799718 (136610-138858) PROMOTE1		
gnf1h19812_at									
gnf1h19813_at									
gnf1h19814_at						obsoleted by Celera	/len=516 GA_x5J8B7Q4BBY hCG1799699 (8302004-8380857) PROMOTE1		
gnf1h19815_at						obsoleted by Celera	/len=531 GA_x54KRE96ECP hCG1799686 (12835122-12827657) PROMOTE1		
gnf1h19816_at							ref|XP_063637.1| (XM_063637) hypothetical protein XP_063637 [Homo sapiens] 		
gnf1h19817_at									
gnf1h19818_x_at						obsoleted by Celera	/len=1340 GA_x5HB7VC84JE hCG1799674 (801426-802766) PROMOTE1		
gnf1h19819_x_at									
gnf1h19820_at									
gnf1h19821_at						obsoleted by Celera	/len=666 GA_x5HB7VC7SEG hCG1799661 (26998-47741) PROMOTE1		
gnf1h19822_at						obsoleted by Celera	/len=480 GA_x54KRE9RDAW hCG1799655 (808497-807308) PROMOTE1		
gnf1h19823_at							ref|XP_074392.1| (XM_074392) hypothetical protein XP_074392 [Homo sapiens] 		
gnf1h19824_at						obsoleted by Celera	/len=818 GA_x5L2HTULD24 hCG1799648 (15108753-15149010) PROMOTE1		
gnf1h19825_at						obsoleted by Celera	/len=1311 GA_x5J8B7PW5CM hCG1799642 (1499428-1466700) PROMOTE1		
gnf1h19826_at						obsoleted by Celera	/len=385 GA_x5HB7VCY1B9 hCG1799638 (16523309-16552904) PROMOTE1		
gnf1h19827_at									
gnf1h19828_at									
gnf1h19829_at									
gnf1h19830_at						obsoleted by Celera	/len=354 GA_x54KRE8WCAA hCG1799619 (746606-784938) PROMOTE1		
gnf1h19831_x_at						obsoleted by Celera	/len=153 GA_x5J8B7Q4B6J hCG1799616 (23992-9308) PROMOTE1		
gnf1h19832_at						obsoleted by Celera	/len=153 GA_x5J8B7Q4B6J hCG1799616 (23992-9308) PROMOTE1		
gnf1h19833_at							gb|AAF15098.1| (AF151794) pol protein [Phascolarctos cinereus] 		
gnf1h19834_at									
gnf1h19835_at									
gnf1h19836_at						obsoleted by Celera	/len=537 GA_x39G1F9HFVG hCG1799597 (67630-63480) PROMOTE1		
gnf1h19837_at						obsoleted by Celera	/len=354 GA_x54KRE9MHP4 hCG1799596 (12403875-12403363) PROMOTE1		
gnf1h19838_at						obsoleted by Celera	/len=501 GA_x5HB7VCTE6R hCG1799594 (9325951-9319178) PROMOTE1		
gnf1h19839_at						obsoleted by Celera	/len=696 GA_x54KREAD7QP hCG1799593 (1504883-1527848) PROMOTE1		
gnf1h19840_at									
gnf1h19841_at									
gnf1h19842_x_at									
gnf1h19843_at									
gnf1h19844_at						obsoleted by Celera	/len=210 GA_x54KREAR86K hCG1799566 (491676-489558) PROMOTE1		
gnf1h19845_at						obsoleted by Celera	/len=879 GA_x5J8B7Q1L5Q hCG1799557 (16481297-16482323) PROMOTE1		
gnf1h19846_at						obsoleted by Celera	/len=246 GA_x54KREA4HAA hCG1799554 (1091174-1090346) PROMOTE1		
