#UniProt	Protein name					  Target ID	    Compound Key  Compound ID	    Compound Name	   First Approval Withdrawn Flag	Description of mech. of action.	   Action Type
A5X5Y0        Serotonin 3 (5-HT3) receptor                        CHEMBL2094132     RG3487        CHEMBL3544952     RG3487                                 0   Serotonin 3 (5-HT3) receptor antagonist             ANTAGONIST                    
A5X5Y0        Serotonin 3 (5-HT3) receptor                        CHEMBL2094132     TEDATIOXETIN  CHEMBL2104986     TEDATIOXETINE                          0   Serotonin 3 (5-HT3) receptor antagonist             ANTAGONIST                    
A5X5Y0        Serotonin (5-HT) receptor                           CHEMBL2096904                                                                                                                                                                  
A8MPY1        GABA-C receptor                                     CHEMBL2109242                                                                                                                                                                  
O00305        Voltage-gated calcium channel                       CHEMBL2363032     ATAGABALIN    CHEMBL593430      ATAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     ARTICAINE HY  CHEMBL1200819     Articaine Hydrochloride         2000   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     BENOXINATE H  CHEMBL1200654     Benoxinate Hydrochloride        1982   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     CARBAMAZEPIN  CHEMBL108         Carbamazepine                   1968   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     CHLOROPROCAI  CHEMBL944         Chloroprocaine Hydrochloride    1955   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     DISOPYRAMIDE  CHEMBL1201020     Disopyramide Phosphate          1977   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     DRONEDARONE   CHEMBL1201729     Dronedarone Hydrochloride       2009   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     DYCLONINE HY  CHEMBL1200478     Dyclonine Hydrochloride         1982   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     ESLICARBAZEP  CHEMBL87992       ESLICARBAZEPINE ACETATE         2009   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     ETHOTOIN      CHEMBL1095        Ethotoin                        1957   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     ETIDOCAINE H  CHEMBL1200597     Etidocaine Hydrochloride        1976   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     FOSPHENYTOIN  CHEMBL919         Fosphenytoin Sodium             1996   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     HEXYLCAINE H  CHEMBL1200715     Hexylcaine Hydrochloride        1982   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     IRAMPANEL     CHEMBL29741       IRAMPANEL                              0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     INDECAINIDE   CHEMBL1200341     Indecainide Hydrochloride       1989   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     LACOSAMIDE    CHEMBL58323       Lacosamide                      2008   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     LAMOTRIGINE   CHEMBL741         Lamotrigine                     1994   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     LIDOCAINE     CHEMBL79          Lidocaine                       1948   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     LIDOCAINE HY  CHEMBL1200409     Lidocaine Hydrochloride         1948   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     MEPHENYTOIN   CHEMBL861         Mephenytoin                     1946   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     MEPIVACAINE   CHEMBL1200440     Mepivacaine Hydrochloride       1960   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     MEXILETINE H  CHEMBL1200606     Mexiletine Hydrochloride        1985   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     MORICIZINE H  CHEMBL1200334     Moricizine Hydrochloride        1990   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     NERISPIRDINE  CHEMBL2107762     NERISPIRDINE                           0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     NKTR-171      CHEMBL3545209     NKTR-171                               0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     NW-3509       CHEMBL3545207     NW-3509                                0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     ORPHENADRINE  CHEMBL1200395     Orphenadrine Citrate            1959   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     ORPHENADRINE  CHEMBL1201023     Orphenadrine Hydrochloride      1957   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     OXCARBAZEPIN  CHEMBL1068        Oxcarbazepine                   2000   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PHENACEMIDE   CHEMBL918         Phenacemide                     1951   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PHENAZOPYRID  CHEMBL1201022     Phenazopyridine Hydrochloride   1987   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PHENYTOIN     CHEMBL16          Phenytoin                       1953   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PHENYTOIN SO  CHEMBL1611        Phenytoin Sodium                1956   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PRILOCAINE    CHEMBL1194        Prilocaine                      1965   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PRILOCAINE H  CHEMBL1200586     Prilocaine Hydrochloride        1965   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PRIMIDONE     CHEMBL856         Primidone                       1954   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PROCAINAMIDE  CHEMBL605         Procainamide Hydrochloride      1950   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PROCAINE HYD  CHEMBL1200841     Procaine Hydrochloride          1954   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PROCAINE MER  CHEMBL1200443     Procaine Merethoxylline                0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PROPAFENONE   CHEMBL1201063     Propafenone Hydrochloride       1989   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UQD0        Sodium channel alpha subunit                        CHEMBL2331043     PROPARACAINE  CHEMBL1200464     Proparacaine Hydrochloride      1953   0   Sodium channel alpha subunit blocker                BLOCKER                       
